Subject,Age,Sex,DirectGenDK,DirectGenDK.RT,Age when event occurred,Vividness,Intensity of Emotion,Valence,Perspective,Perspective.RT,WordsPresented,CueType,logRT
26,40,male,Gen,7980,31,2,3,2,2,4886,2River,object,3.90200289135073
27,18,female,Direct,5457,71,2,3,3,1,3816,1Enjoying,emo,3.73695395378315
27,18,female,Direct,2134,17,4,4,5,1,3177,1Happy,emo,3.32919441508845
27,18,female,Direct,5820,16,4,4,4,1,3020,1Relieved,emo,3.76492298464989
27,18,female,Gen,7794,18,2,2,3,2,2748,1Amazed,emo,3.89176040145667
27,18,female,Gen,4428,17,4,4,4,1,3058,1Excited,emo,3.64620761220669
27,18,female,Gen,6582,71,4,3,3,2,2157,1Hopeful ,emo,3.81835787795835
27,18,female,Gen,2629,18,4,3,5,1,2983,1Humorous,emo,3.41979058610636
27,18,female,Gen,2670,61,5,5,5,2,1692,1Proud,emo,3.42651126136458
27,18,female,DK,9610,16,4,4,4,2,1960,1Devoted,emo,3.98272338766855
27,18,female,DK,5830,17,2,3,3,2,3079,1Eager,emo,3.76566855475901
27,18,female,Direct,6421,16,2,3,3,2,2325,2Apple,object,3.80760266991649
27,18,female,Direct,15105,11,4,1,3,2,14356,2Potato,object,4.1791207296093
27,18,female,Gen,3035,18,3,3,3,2,2053,2Book,object,3.48215869541128
27,18,female,Gen,3513,17,5,3,3,2,1983,2Car,object,3.54567814979203
27,18,female,Gen,3147,51,4,3,3,2,1976,2Grass,object,3.49789674291322
27,18,female,Gen,3101,11,1,3,2,2,2310,2Insect,object,3.49150176623733
27,18,female,Gen,5270,16,3,2,3,2,2653,2River,object,3.72181061521255
27,18,female,DK,4039,18,4,2,3,2,2355,2Arm,object,3.60627385316999
27,18,female,DK,9661,81,3,3,3,2,4186,2Chair,object,3.98502208210953
27,18,female,DK,5713,18,3,2,3,2,1965,2Salad,object,3.75686422406055
28,18,male,Direct,1609,18,3,5,5,3,4349,1Devoted,emo,3.20655604409903
28,18,male,Direct,2140,16,1,1,3,2,175,1Eager,emo,3.33041377334919
28,18,male,Direct,20828,11,3,4,4,3,10619,1Proud,emo,4.31864756900365
28,18,male,Gen,6602,18,4,4,4,3,10529,1Amazed,emo,3.81967551999429
28,18,male,Gen,2327,17,1,3,4,2,711,1Happy,emo,3.36679638328673
28,18,male,Gen,2665,15,1,3,5,2,3315,1Hopeful ,emo,3.42569721336259
28,18,male,Gen,5219,15,3,3,4,1,1207,1Humorous,emo,3.71758729685546
28,18,male,Gen,9840,16,4,4,4,3,4709,1Relieved,emo,3.99299509843134
28,18,male,DK,6580,17,3,4,4,2,3333,1Enjoying,emo,3.81822589361396
28,18,male,DK,2568,17,4,3,4,3,3905,1Excited,emo,3.40959501939682
28,18,male,Direct,2535,15,4,3,5,3,1603,2Arm,object,3.40397796366935
28,18,male,Direct,8786,14,3,2,3,1,6337,2Book,object,3.9437911989293
28,18,male,Direct,2284,13,3,3,3,1,2679,2Salad,object,3.35869609957381
28,18,male,Gen,8633,16,3,5,5,2,4665,2Car,object,3.93616174091116
28,18,male,Gen,2548,9,4,4,4,2,1968,2Grass,object,3.40619942366331
28,18,male,Gen,2148,8,3,3,5,3,1984,2Insect,object,3.33203427702752
28,18,male,Gen,3604,9,3,2,3,3,2605,2Potato,object,3.55678478230703
28,18,male,Gen,9428,17,3,3,4,1,10365,2River,object,3.97441957385229
28,18,male,DK,4706,12,4,4,4,1,5277,2Apple,object,3.67265192284
28,18,male,DK,1570,13,1,1,5,3,938,2Chair,object,3.19589965240923
29,19,female,Direct,1854,18,4,4,3,2,1973,1Eager,emo,3.26810972980848
29,19,female,Gen,5183,18,1,2,3,3,379,1Devoted,emo,3.71458120883953
29,19,female,Gen,1973,10,2,3,4,3,772,1Enjoying,emo,3.29512708525219
29,19,female,Gen,3203,10,4,3,5,2,3028,1Excited,emo,3.50555693866382
29,19,female,Gen,2036,18,3,3,5,2,2714,1Humorous,emo,3.30877777366472
29,19,female,DK,1935,17,4,3,5,2,4219,1Amazed,emo,3.28668096935493
29,19,female,DK,8974,19,4,4,5,3,6249,1Happy,emo,3.95298606519706
29,19,female,DK,5318,16,4,4,2,2,3760,1Hopeful ,emo,3.72574833299555
29,19,female,DK,2888,19,3,3,5,2,2644,1Proud,emo,3.4605971888976
29,19,female,DK,4572,19,3,4,5,1,5990,1Relieved,emo,3.66010622172324
29,19,female,Direct,2765,19,2,3,4,2,3698,2Apple,object,3.44169513564072
29,19,female,Direct,3770,19,4,2,4,2,2542,2Grass,object,3.57634135020579
29,19,female,Gen,6607,16,4,2,4,2,2992,2Car,object,3.82000430680832
29,19,female,Gen,2138,15,2,2,5,2,2051,2Chair,object,3.33000770087276
29,19,female,Gen,5066,10,4,4,1,2,2293,2Insect,object,3.70466518545453
29,19,female,Gen,13470,16,3,2,4,2,6454,2Potato,object,4.12936759572299
29,19,female,Gen,8524,7,4,4,4,3,3397,2River,object,3.93064344104216
29,19,female,Gen,3719,16,4,5,4,3,5150,2Salad,object,3.57042617835897
29,19,female,DK,2101,9,4,2,1,3,2110,2Arm,object,3.32242605240595
29,19,female,DK,1958,17,4,4,2,2,1586,2Book,object,3.29181268746712
30,19,male,Direct,2186,19,2,2,4,1,1951,1Devoted,emo,3.33965015761368
30,19,male,Direct,5253,18,3,3,4,2,2039,1Eager,emo,3.72040740080311
30,19,male,Direct,3699,19,3,3,4,2,4502,1Happy,emo,3.56808433131539
30,19,male,Direct,2478,19,3,2,3,1,3172,1Hopeful ,emo,3.39410130204004
30,19,male,Direct,15947,18,4,3,5,3,6277,1Humorous,emo,4.20267899422773
30,19,male,Direct,13421,19,3,2,4,2,3707,1Relieved,emo,4.12778487636217
30,19,male,Gen,19501,18,4,4,3,3,2988,1Amazed,emo,4.29005688230337
30,19,male,Gen,2203,8,4,3,4,1,3472,1Enjoying,emo,3.34301449715077
30,19,male,Gen,3037,19,3,3,4,1,2862,1Excited,emo,3.48244479191827
30,19,male,Gen,3635,18,3,3,4,2,8212,1Proud,emo,3.56050441519506
30,19,male,Direct,1458,19,3,3,2,2,7747,2Arm,object,3.16375752398196
30,19,male,Direct,2046,19,3,3,4,2,1140,2Book,object,3.31090562937614
30,19,male,Direct,1427,18,3,3,3,2,3523,2Chair,object,3.15442397311465
30,19,male,Direct,1784,18,3,3,4,2,1418,2Grass,object,3.2513948500401
30,19,male,Direct,2653,19,3,3,4,2,6952,2Potato,object,3.42373724998233
30,19,male,Gen,48936,19,3,1,4,2,7710,2Apple,object,4.68962846748975
30,19,male,Gen,2537,19,4,4,4,2,1914,2Car,object,3.40432046722173
30,19,male,Gen,7270,18,3,3,3,2,1776,2Insect,object,3.86153441085904
30,19,male,Gen,1919,90,4,4,5,1,3171,2River,object,3.28307497473547
30,19,male,Gen,1248,19,3,3,4,2,1599,2Salad,object,3.09621458534641
31,18,female,Direct,2663,18,4,3,3,2,2025,1Eager,emo,3.42537116643894
31,18,female,Direct,7939,17,4,2,5,2,5023,1Enjoying,emo,3.89976580194439
31,18,female,Direct,2796,18,4,4,5,2,4600,1Excited,emo,3.44653716707364
31,18,female,Direct,1658,17,5,5,5,3,5888,1Happy,emo,3.21958452621425
31,18,female,Direct,4971,17,4,2,5,3,3426,1Humorous,emo,3.696443763139
31,18,female,Direct,3720,18,5,4,5,3,2797,1Proud,emo,3.5705429398819
31,18,female,Direct,4373,18,4,4,5,2,5550,1Relieved,emo,3.64077947734486
31,18,female,Gen,13144,10,3,1,5,1,9846,1Devoted,emo,4.11872755042701
31,18,female,DK,5557,18,4,5,5,1,3926,1Amazed,emo,3.74484039678538
31,18,female,DK,3645,18,3,2,3,2,3273,1Hopeful ,emo,3.56169753265399
31,18,female,Direct,1964,7,4,4,2,2,2551,2Arm,object,3.29314148345093
31,18,female,Direct,3386,18,4,2,5,3,3851,2Book,object,3.52968695377292
31,18,female,Direct,3093,17,5,5,5,2,1995,2Car,object,3.49037992000318
31,18,female,Direct,2286,17,3,3,3,1,3073,2Chair,object,3.35907622605926
31,18,female,Direct,11248,15,4,2,5,1,7763,2Grass,object,4.05107530767575
31,18,female,Direct,4523,11,4,2,4,1,4883,2River,object,3.65542658774592
31,18,female,Direct,2523,17,4,2,4,2,2452,2Salad,object,3.40191725051757
31,18,female,Gen,2795,17,3,1,3,2,3721,2Insect,object,3.44638181222244
31,18,female,DK,1697,18,2,1,3,2,4193,2Apple,object,3.22968184231768
31,18,female,DK,6264,18,2,1,3,2,4217,2Potato,object,3.79685174904989
32,24,male,Direct,2973,21,1,1,3,2,6109,1Devoted,emo,3.47319490920494
32,24,male,Direct,4003,23,4,3,5,3,4575,1Hopeful ,emo,3.60238559010511
32,24,male,Direct,14400,21,3,4,5,1,12898,1Relieved,emo,4.15836249209525
32,24,male,Gen,5031,21,5,5,5,3,11504,1Amazed,emo,3.70165431732575
32,24,male,Gen,6257,14,4,3,4,1,2196,1Eager,emo,3.79636615497752
32,24,male,Gen,15865,22,4,4,4,3,4664,1Enjoying,emo,4.20044007643643
32,24,male,Gen,12391,22,4,2,4,1,6516,1Excited,emo,4.09310635697791
32,24,male,Gen,6972,24,4,4,4,1,5952,1Happy,emo,3.84335737843796
32,24,male,Gen,3544,24,5,4,5,1,3810,1Humorous,emo,3.54949371321501
32,24,male,Gen,7931,22,5,4,5,1,1923,1Proud,emo,3.89932794987765
32,24,male,Direct,9933,24,2,1,3,2,6615,2Apple,object,3.99708043547173
32,24,male,Direct,10234,21,5,4,1,3,17035,2Insect,object,4.0100454126361
32,24,male,Direct,13014,16,2,1,3,2,9075,2Potato,object,4.11441080239784
32,24,male,Gen,4207,20,4,5,1,1,3693,2Arm,object,3.623972512017
32,24,male,Gen,7820,24,3,1,3,2,10305,2Book,object,3.89320675305985
32,24,male,Gen,1543,19,3,1,2,1,1739,2Car,object,3.18836592606315
32,24,male,Gen,3771,12,4,4,4,2,6188,2Chair,object,3.57645653240562
32,24,male,Gen,12489,20,4,3,4,1,2782,2Grass,object,4.09652766560644
32,24,male,Gen,3560,18,4,2,3,2,4266,2River,object,3.55144999797288
32,24,male,Gen,1336,21,3,1,3,1,2889,2Salad,object,3.12580645813953
33,18,female,Gen,1755,18,4,4,5,2,1268,1Amazed,emo,3.24427712080184
33,18,female,Gen,3678,18,4,4,5,2,2583,1Devoted,emo,3.56561172490206
33,18,female,Gen,1411,18,3,3,5,2,248,1Eager,emo,3.14952701375435
33,18,female,Gen,1473,71,3,3,3,2,1451,1Enjoying,emo,3.16820274684263
33,18,female,Gen,990,18,3,3,5,2,823,1Excited,emo,2.99563519459755
33,18,female,Gen,1312,18,4,4,5,2,704,1Happy,emo,3.11793383503964
33,18,female,Gen,1682,18,4,3,3,2,315,1Hopeful ,emo,3.22582599146189
33,18,female,Gen,1102,18,3,3,3,2,432,1Humorous,emo,3.04218159451577
33,18,female,Gen,1780,17,4,4,4,2,1581,1Proud,emo,3.25042000230889
33,18,female,Gen,1720,17,2,2,4,2,1514,1Relieved,emo,3.23552844690755
33,18,female,Gen,2325,11,3,3,3,2,531,2Apple,object,3.36642295722597
33,18,female,Gen,1051,18,3,3,3,2,560,2Arm,object,3.02160271602824
33,18,female,Gen,1317,15,3,3,5,2,353,2Book,object,3.11958577496178
33,18,female,Gen,1175,18,3,3,3,2,1252,2Car,object,3.07003786660775
33,18,female,Gen,1174,80,3,3,3,2,265,2Grass,object,3.0696680969116
33,18,female,Gen,1102,10,3,3,1,2,725,2Insect,object,3.04218159451577
33,18,female,Gen,1424,18,3,3,3,2,1212,2Potato,object,3.15350998930084
33,18,female,Gen,1593,18,3,3,5,2,1115,2River,object,3.20221577580113
33,18,female,Gen,1111,16,3,3,3,2,239,2Salad,object,3.04571405894087
33,18,female,DK,14532,17,2,1,3,2,7944,2Chair,object,4.16232538919068
34,23,female,Direct,2398,22,4,4,4,1,1040,1Excited,emo,3.37984917876283
34,23,female,Direct,4579,20,4,4,4,1,958,1Hopeful ,emo,3.6607706435277
34,23,female,Gen,14564,23,5,5,5,1,2171,1Amazed,emo,4.16328067026191
34,23,female,Gen,1969,23,4,4,4,1,974,1Devoted,emo,3.29424571613812
34,23,female,Gen,1953,23,5,5,5,1,2384,1Eager,emo,3.29070224328785
34,23,female,Gen,1722,23,5,5,5,1,1169,1Enjoying,emo,3.23603314711764
34,23,female,Gen,3085,32,3,4,5,1,1375,1Happy,emo,3.48925516836926
34,23,female,Gen,1362,22,5,5,5,1,2263,1Humorous,emo,3.13417710757677
34,23,female,Gen,7054,23,5,5,5,1,874,1Proud,emo,3.84843545533147
34,23,female,Gen,1354,23,5,5,5,1,1028,1Relieved,emo,3.13161866434913
34,23,female,Direct,1761,22,4,3,2,1,768,2Book,object,3.24575935596728
34,23,female,Direct,5346,10,2,1,4,3,8050,2River,object,3.72802895442052
34,23,female,Gen,1423,23,4,3,2,1,1882,2Arm,object,3.15320490008428
34,23,female,Gen,1520,21,4,4,2,1,902,2Car,object,3.18184358794477
34,23,female,Gen,2024,22,4,4,4,1,1091,2Chair,object,3.30621050816776
34,23,female,Gen,6319,8,4,3,4,1,1057,2Grass,object,3.80064835536399
34,23,female,Gen,3763,11,4,4,1,1,731,2Insect,object,3.57553421831986
34,23,female,Gen,2272,12,2,2,2,1,1442,2Potato,object,3.35640832703898
34,23,female,Gen,4063,23,3,3,3,1,951,2Salad,object,3.60884682232641
34,23,female,DK,4486,22,3,1,3,1,1498,2Apple,object,3.65185926924695
35,20,female,Direct,5444,15,4,4,5,2,5695,1Humorous,emo,3.7359181165313
35,20,female,Direct,7109,7,3,3,4,1,3150,1Proud,emo,3.85180851422824
35,20,female,Gen,3061,11,3,3,3,2,6305,1Devoted,emo,3.48586332959733
35,20,female,Gen,4312,5,4,3,4,1,2990,1Excited,emo,3.63467875217868
35,20,female,Gen,5402,17,3,3,4,3,3234,1Happy,emo,3.73255457985143
35,20,female,DK,1959,15,3,3,3,1,2651,1Amazed,emo,3.29203443599474
35,20,female,DK,27852,19,3,3,3,1,6936,1Eager,emo,4.44485638650354
35,20,female,DK,2811,12,4,3,4,1,3248,1Enjoying,emo,3.44886084560744
35,20,female,DK,15715,5,4,4,5,3,10877,1Hopeful ,emo,4.1963143853536
35,20,female,DK,4272,14,3,3,2,1,5155,1Relieved,emo,3.6306312440205
35,20,female,Direct,3603,7,4,3,2,1,1628,2Apple,object,3.55666426212257
35,20,female,Direct,10274,20,3,3,3,1,3690,2Arm,object,4.01173956138832
35,20,female,Direct,1611,19,3,3,4,2,3262,2Grass,object,3.20709554041922
35,20,female,Gen,2612,7,4,3,3,1,4141,2Book,object,3.41697317260304
35,20,female,Gen,5917,14,3,2,3,1,5391,2Car,object,3.77210156927701
35,20,female,Gen,9519,18,3,3,4,2,3352,2Chair,object,3.97859132682007
35,20,female,Gen,1695,10,4,4,2,1,2785,2Insect,object,3.2291697025391
35,20,female,Gen,1815,15,3,3,3,2,2020,2Potato,object,3.25887662937213
35,20,female,Gen,1660,17,3,3,4,3,6368,2Salad,object,3.22010808804005
35,20,female,DK,16787,9,3,3,4,2,4735,2River,object,4.22497309042883
36,27,female,Direct,4525,7,3,3,3,2,6453,1Devoted,emo,3.65561858354122
36,27,female,Direct,4243,11,4,4,2,3,3104,1Eager,emo,3.62767303176662
36,27,female,Direct,8430,22,4,3,4,1,7690,1Excited,emo,3.92582757462474
36,27,female,Direct,1117,14,2,2,3,1,1599,1Happy,emo,3.04805317311561
36,27,female,Direct,1678,18,4,4,4,1,2073,1Hopeful ,emo,3.22479195649268
36,27,female,Gen,2276,22,2,2,5,3,2675,1Humorous,emo,3.35717225772303
36,27,female,Gen,2952,17,3,3,5,1,3117,1Proud,emo,3.470116353151
36,27,female,Gen,3823,17,3,3,4,1,2446,1Relieved,emo,3.58240429801903
36,27,female,DK,2626,8,1,1,3,1,3273,1Amazed,emo,3.41929472175346
36,27,female,DK,6589,15,2,3,4,2,3093,1Enjoying,emo,3.81881950754754
36,27,female,Direct,16801,8,2,3,5,1,13744,2Grass,object,4.22533513181854
36,27,female,Direct,8675,8,1,1,3,1,1048,2Insect,object,3.93826948346291
36,27,female,Direct,10866,19,2,3,2,2,6542,2Salad,object,4.0360697006977
36,27,female,Gen,3711,18,5,4,1,1,1991,2Car,object,3.56949095434878
36,27,female,Gen,2302,11,4,4,5,1,2555,2River,object,3.36210531929377
36,27,female,DK,5642,6,2,2,2,1,4213,2Apple,object,3.75143308181935
36,27,female,DK,2279,90,1,1,3,1,9141,2Arm,object,3.35774432518038
36,27,female,DK,19514,10,4,4,5,1,3836,2Book,object,4.29034630065393
36,27,female,DK,2021,10,3,3,3,1,4661,2Chair,object,3.3055663135153
36,27,female,DK,8323,10,2,2,4,1,3988,2Potato,object,3.92027989463295
